date,airport,direction,time,destination,flight,airline,airline_source,duration,aircraft,page_date_verified,scraped_at
2026-05-26,DYU,departure,01:20,LED Saint Petersburg,U62880,Ural Airlines,text,5h 30m,Airbus A320,True,2026-02-16T11:28:07.432564
2026-05-26,DYU,departure,01:40,URC Urumqi,CZ5084,China Southern,text,2h 45m,Boeing 737-800 Passenger,True,2026-02-16T11:28:08.687066
2026-05-26,DYU,departure,04:20,ZIA Zhukovsky,U62442,Ural Airlines,text,4h 35m,Airbus A321,True,2026-02-16T11:28:09.990296
2026-05-26,DYU,departure,04:45,DXB Dubai,FZ794,flydubai,text,3h 40m,Boeing 737-800 (winglets) Passenger/BBJ2,True,2026-02-16T11:28:11.932978
2026-05-26,DYU,departure,05:40,MRV Mineralnye Vody,U62866,Ural Airlines,text,3h 40m,Airbus A320,True,2026-02-16T11:28:13.712637
2026-05-26,DYU,departure,06:10,IST Istanbul,SZ103,Somon Air,text,5h 30m,Boeing 737 Passenger,True,2026-02-16T11:28:15.236915
2026-05-26,DYU,departure,06:20,DXB Dubai,SZ105,Somon Air,text,3h 40m,Boeing 737 Passenger,True,2026-02-16T11:28:16.388104
2026-05-26,DYU,departure,06:50,DME Moscow,U68254,Ural Airlines,text,4h 40m,Airbus A320,True,2026-02-16T11:28:17.546001
2026-05-26,DYU,departure,08:00,ZIA Zhukovsky,SZ337,Somon Air,text,4h 40m,Boeing 737 Passenger,True,2026-02-16T11:28:18.631940
2026-05-26,DYU,departure,08:30,KZN Kazan,N41406,Nordwind Airlines,text,3h 45m,Airbus A321,True,2026-02-16T11:28:19.715538
2026-05-26,DYU,departure,10:30,TAS Tashkent,HY718,Uzbekistan Airways,text,1h 0m,Airbus A320neo,True,2026-02-16T11:28:20.829762
2026-05-26,DYU,departure,11:20,SVX Yekaterinburg,SZ209,Somon Air,text,3h 25m,Boeing 737 Passenger,True,2026-02-16T11:28:22.138279
2026-05-26,DYU,departure,12:30,MHD Mashad,VRH6803,Varesh Airlines,text,2h 0m,Boeing 737 Passenger,True,2026-02-16T11:28:23.580646
2026-05-26,DYU,departure,15:10,ZIA Zhukovsky,U62428,Ural Airlines,text,4h 45m,Airbus A321,True,2026-02-16T11:28:24.846427
2026-05-26,DYU,departure,,,UT802,UTair,text,,,True,2026-02-16T11:28:25.957867
2026-05-26,DYU,departure,16:20,ZIA Zhukovsky,U68446,Ural Airlines,text,4h 50m,Airbus A321,True,2026-02-16T11:28:54.879161
2026-05-26,DYU,departure,17:20,SVX Yekaterinburg,U62754,Ural Airlines,text,3h 20m,Airbus A320,True,2026-02-16T11:28:55.973084
2026-05-26,DYU,departure,18:30,NQZ Astana,SZ171,Somon Air,text,2h 25m,Boeing 737 Passenger,True,2026-02-16T11:28:57.241049
2026-05-26,DYU,departure,19:30,DME Moscow,SZ201,Somon Air,text,4h 40m,Boeing 737 Passenger,True,2026-02-16T11:28:58.318456
2026-05-26,DYU,departure,20:50,ZIA Zhukovsky,SZ231,Somon Air,text,4h 40m,Boeing 737 Passenger,True,2026-02-16T11:28:59.412303
2026-05-26,DYU,departure,22:00,URC Urumqi,SZ303,Somon Air,text,2h 30m,Boeing 737 Passenger,True,2026-02-16T11:29:00.515333
2026-05-26,DYU,arrival,02:40,ALA Almaty,SZ216,Somon Air,text,1h 20m,Boeing 737 Passenger,True,2026-02-16T11:29:04.989337
2026-05-26,DYU,arrival,02:50,ZIA Zhukovsky,U62441,Ural Airlines,text,4h 10m,Airbus A321,True,2026-02-16T11:29:06.340252
2026-05-26,DYU,arrival,03:10,DXB Dubai,FZ793,flydubai,text,3h 15m,Boeing 737-800 (winglets) Passenger/BBJ2,True,2026-02-16T11:29:07.420531
2026-05-26,DYU,arrival,04:10,SVX Yekaterinburg,U62753,Ural Airlines,text,3h 15m,Airbus A320,True,2026-02-16T11:29:08.480110
2026-05-26,DYU,arrival,05:20,DME Moscow,U68253,Ural Airlines,text,4h 20m,Airbus A320,True,2026-02-16T11:29:09.559779
2026-05-26,DYU,arrival,05:30,DME Moscow,SZ202,Somon Air,text,4h 0m,Boeing 737 Passenger,True,2026-02-16T11:29:10.821204
