date,airport,direction,time,destination,flight,airline,airline_source,duration,aircraft,page_date_verified,scraped_at
2026-04-17,LBD,departure,03:25,ZIA Zhukovsky,U62426,Ural Airlines,text,4h 25m,Airbus A321,True,2026-02-16T09:37:41.037052
2026-04-17,LBD,departure,03:40,LED Saint Petersburg,U62642,Ural Airlines,text,5h 20m,Airbus A320,True,2026-02-16T09:37:42.177910
2026-04-17,LBD,departure,07:00,SVX Yekaterinburg,U62956,Ural Airlines,text,3h 5m,Airbus A320,True,2026-02-16T09:37:43.290307
2026-04-17,LBD,departure,15:00,KJA Krasnojarsk,U62920,Ural Airlines,text,3h 30m,Airbus A319,True,2026-02-16T09:37:44.399671
2026-04-17,LBD,departure,16:20,ZIA Zhukovsky,U62430,Ural Airlines,text,4h 25m,Airbus A321,True,2026-02-16T09:37:45.655481
2026-04-17,LBD,arrival,00:20,URC Urumqi,SZ150,Somon Air,text,2h 40m,Boeing 737 Passenger,True,2026-02-16T09:37:49.745826
2026-04-17,LBD,arrival,02:10,ZIA Zhukovsky,U62425,Ural Airlines,text,4h 5m,Airbus A321,True,2026-02-16T09:37:50.830962
2026-04-17,LBD,arrival,02:25,LED Saint Petersburg,U62641,Ural Airlines,text,4h 45m,Airbus A320,True,2026-02-16T09:37:51.985561
2026-04-17,LBD,arrival,05:45,SVX Yekaterinburg,U62955,Ural Airlines,text,3h 0m,Airbus A320,True,2026-02-16T09:37:53.064248
2026-04-17,LBD,arrival,13:45,KJA Krasnojarsk,U62919,Ural Airlines,text,4h 0m,Airbus A319,True,2026-02-16T09:37:54.132985
2026-04-17,LBD,arrival,15:05,ZIA Zhukovsky,U62429,Ural Airlines,text,4h 5m,Airbus A321,True,2026-02-16T09:37:55.196489
